,PSERM average,Library
468,-0.481887015,0
469,-1.672202184,0
470,-2.636683974,0
471,-1.461850116,0
472,-0.920705628,0
473,-1.46007477,0
474,-2.730183867,0
475,-2.205008944,0
476,-1.387842245,0
477,-1.575834319,0
478,-2.314582633,0
479,-2.500651346,0
480,-2.706137822,0
481,-2.193317087,0
482,-2.371825709,0
483,-2.204377601,0
484,-2.180500796,0
485,-2.226250565,0
486,-2.782359006,0
487,-1.914644776,0
488,-2.535764794,0
489,-3.059479446,0
490,-2.060038201,0
491,-2.002648593,0
492,-1.977399226,0
493,-1.366183539,0
494,-1.243188864,0
495,-0.874226842,0
496,-2.318164511,0
497,-2.372841365,0
498,-2.117386199,0
499,-1.878725882,0
500,-2.692126541,0
501,-1.966787673,0
502,-1.15556134,0
503,-1.559834177,0
504,-1.295452169,0
505,-0.853534578,0
506,-1.306221909,0
507,-2.105833549,0
508,-2.170228093,0
509,-2.275555985,0
510,-2.020253438,0
511,-2.078145137,0
512,-1.365912685,0
513,-1.103787177,0
514,-1.42464189,0
515,-2.17061073,0
516,-1.914969381,0
517,-1.728911094,0
518,-2.052491454,0
519,-2.174499915,0
520,-2.565301949,0
521,-1.204711784,0
522,-2.183176948,0
523,-1.32118959,0
524,-1.441936129,0
525,-1.5308146,0
526,-1.893733198,0
527,-1.411484885,0
528,-2.084420503,0
529,-2.468849592,0
530,-2.801748879,0
531,-1.962450862,0
532,-1.746457288,0
533,-2.135750338,0
534,-2.268198207,0
535,-2.266167711,0
536,-2.453497381,0
537,-1.835139333,0
538,-1.851505272,0
539,-1.842323255,0
540,-1.414402276,0
541,-2.171312493,0
542,-1.061617169,0
543,-1.529792678,0
544,-2.030735658,0
545,-1.955923212,0
546,-2.352231696,0
547,-1.559991904,0
548,-2.04540985,0
549,-1.414887844,0
550,-1.620114067,0
551,-1.959379236,0
552,-2.022696807,0
553,-2.291599394,0
554,-1.486306411,0
555,-1.778921783,0
556,-1.011423992,0
557,-1.029495482,0
558,-2.069363452,0
559,-1.652647047,0
560,-1.499923576,0
561,-1.758346341,0
562,-2.115306976,0
563,-1.507163129,0
564,-1.255480179,0
565,-2.597446265,0
566,-1.609429364,0
567,-1.614215033,0
568,-2.673888814,0
569,-1.815944548,0
570,-2.36149069,0
571,-1.725587699,0
572,-1.874345357,0
573,-2.010521723,0
574,-1.595657621,0
575,-2.170049459,0
576,-2.487042486,0
577,-0.528183701,0
578,-2.516611603,0
579,-2.676591695,0
580,-2.922944357,0
581,-1.48326913,0
582,-1.730409521,0
583,-1.296788923,0
584,-1.397749238,0
585,-1.917913799,0
586,-1.161605236,0
587,-1.724452585,0
588,-1.86759017,0
589,-3.016858025,0
590,-2.092261393,0
591,-2.161858094,0
592,-1.831462577,0
593,-2.072263285,0
594,-1.837344174,0
595,-2.020286424,0
596,-2.190894422,0
597,-2.440386678,0
598,-2.318575193,0
599,-1.460774606,0
600,-1.901590245,0
601,-1.783429835,0
602,-1.200063763,0
603,-0.891612163,0
604,-1.241596607,0
605,-1.219717161,0
606,-1.695878311,0
607,-2.507006805,0
608,-2.299854902,0
609,-1.770231467,0
610,-1.761176631,0
611,-2.19204721,0
612,-1.60383814,0
613,-2.376546913,0
614,-1.207618998,0
615,-1.617608874,0
616,-1.976398074,0
617,-2.063835471,0
618,-2.037044906,0
619,-1.377282307,0
620,-1.258727107,0
621,-1.926025464,0
622,-2.24422409,0
623,-1.212733335,0
624,-2.102523838,0
625,-1.452719363,0
626,-2.070999511,0
627,-2.060469749,0
628,-2.380059601,0
629,-1.085655661,0
630,-1.794902862,0
631,-1.535622653,0
632,-1.861951868,0
633,-1.802440356,0
634,-1.973923856,0
635,-1.536615182,0
636,-2.317463788,0
637,-2.177812179,0
638,-2.491277877,0
639,-1.885573647,0
640,-1.613433915,0
641,-1.48207928,0
642,-2.274547097,0
643,-1.032469764,0
644,-1.574430082,0
645,-1.934431223,0
646,-2.560484682,0
647,-1.174222893,0
648,-1.461842477,0
